title,description,label_int,label
Great White Shark Gets Satellite Tracker (AP),"AP - Researchers put a satellite tracking device on a 15-foot shark that appeared to be lost in shallow water off Cape Cod, the first time a great white has been tagged that way in the Atlantic.",4,Sci/Tech
LSU to use both QBs vs. Auburn,"LSU will stick with a two-quarterback rotation Saturday at Auburn, according to Tigers coach Nick Saban, who seemed to have some fun telling the media what he will and won #39;t discuss Monday.",2,Sports
Bulgaria Joins EU Mission in BiH,"Bulgaria has started its first co-mission with the EU in Bosnia and Herzegovina, along with some 30 countries, including Canada and Turkey.",1,World
"Cut From Longhorn, WinFS Is in Peril","The Windows Future Storage (WinFS) technology that got cut out of Windows  quot;Longhorn quot; is in serious trouble, and not just the hot water a feature might encounter for missing its intended production vehicle.",4,Sci/Tech
SCORELESS IN SEATTLE,"Seattle -- - Not so long ago, the 49ers were inflicting on other teams the kind of pain and embarrassment they felt in their 34-0 loss to the Seahawks on Sunday.",2,Sports
N.Y. Touts Its Convention Security (AP),"AP - The pileup of events in the city next week, including the Republican National Convention, will add to the security challenge for the New York Police Department, but commissioner Ray Kelly says, ""With a big, experienced police force, we can do it.""",1,World
Gaming Godzillas Prepare for Battle (washingtonpost.com),"washingtonpost.com - Let the games begin. Not the Olympics again, but the all-out battle between video game giants Sony Corp. and Nintendo Co. Ltd. The two Japanese companies are rolling out new gaming consoles, but Nintendo has beaten Sony to the punch by announcing an earlier launch date for its new hand-held game player.",4,Sci/Tech
English Premiership round-up,"London - Manchester City held fierce crosstown rivals Manchester United to a 0-0 draw on Sunday, keeping the Red Devils eleven points behind leaders Chelsea.",2,Sports
Iran not plotting Shiite  #39;crescent,"LONDON, Dec 11 (IranMania) - Iraqi Vice-President Ibrahim al-Jaafari refused to believe in remarks published Friday that Iran was attempting to influence Iraqi polls with the aim of creating a  quot;crescent quot; dominated by Shiites in the region.",1,World
Delphi: SEC probing EDS transactions,"LOS ANGELES (CBS.MW) - The US Securities and Exchange Commission is probing transactions between Delphi Corp and EDS, which supplies the automotive parts and components giant with technology services, Delphi said late Wednesday.",3,Business
Molson and Coors sweeten merger plan with dividend worth \$381 &lt;b&gt;...&lt;/b&gt;,MONTREAL (CP) - Molson Inc. and Adolph Coors Co. are sweetening their brewery merger plan with a special dividend to Molson shareholders worth \$381 million.,3,Business
Space Station Crew May Have to Return Home (AP),"AP - Echoing what NASA officials said a day earlier, a Russian space official on Friday said the two-man crew on the international space station could be forced to return to Earth if a planned resupply flight cannot reach them with food supplies later this month.",4,Sci/Tech
"Linux keeper, SpikeSource CEO talk up open source (InfoWorld)","InfoWorld - SANTA CLARA, CALIF. -- Accommodating large patch sets in Linux is expected to mean forking off of the 2.7 version of the platform to accommodate these changes, according to Andrew Morton, lead maintainer of the Linux kernel for Open Source Development Labs (OSDL).",4,Sci/Tech
Nokia and Vodafone seek simpler software,AMSTERDAM The mobile phone giants Vodafone and Nokia teamed up on Thursday to simplify cellphone software written with the Java computer language.,4,Sci/Tech
Air NZ: Aussie regulator granted alliance appeal,"WELLINGTON: National carrier Air New Zealand said yesterday the Australian Competition Tribunal has approved a proposed alliance with Qantas Airways Ltd, despite its rejection in New Zealand.",3,Business
Former Princess Diana Bodyguard Disproves Claim,"The late Princess Dianas former bodyguard, Ken Wharfe, dismisses her suspicions that one of her lovers was bumped off. Princess Diana had an affair with Barry Mannakee, a policeman who was assigned to protect her.",1,World
"Key West, Suddenly Shy, Puts Pasties on Its Party","Long considered beyond the reach of mainland mores, the Florida city is trying to limit blatant displays of sexual behavior.",1,World
Linux Looms Larger Than Thought,"The overall Linux market is far larger than previous estimates show, a new study says. In an analysis of the Linux market released late Tuesday, market research firm IDC estimated that the Linux market -- including ",4,Sci/Tech
California Cities and Counties Sue Microsoft,"By PAUL ELIAS    SAN FRANCISCO (AP) -- Several California cities and counties, including San Francisco and Los Angeles, sued Microsoft Corp. (MSFT) on Friday, accusing the software giant of illegally charging inflated prices for its products because of monopoly control of the personal computer operating system market...",4,Sci/Tech
New head coach clear on goals for Rebels,"New Ole Miss head coach Ed Orgeron, speaking for the first time since his hiring, made clear the goal of his football program.  quot;The goal of this program will be to go to the Sugar Bowl, quot; Orgeron said.",2,Sports
E-Mails Provide A Glimpse Into 'Iron Triangle',"""Everyone's nervous,"" Acting Undersecretary of Defense Michael W. Wynne warned in a confidential e-mail to Air Force Secretary James G. Roche on July 8, 2003.",3,Business
"Alpharma, Pfizer Launch Generic Neurontin (Reuters)",Reuters - Alpharma Inc.  on Friday began\selling a cheaper generic version of Pfizer Inc.'s   #36;3\billion a year epilepsy drug Neurontin without waiting for a\court ruling on Pfizer's request to block the copycat medicine.,3,Business
PeopleSoft flap may be hurting Oracle's image,"Public opinion of the database giant sinks to 12-year low, a new report indicates.",4,Sci/Tech
Google Desktop Search Doesn #39;t Threaten Security,Opinion: Privacy hysterics bring old whine in new bottles to the Internet party. The desktop search beta from this Web search leader doesn #39;t do anything you can #39;t do already.,3,Business
"Other Voices: Red Sox, not Pedro, lacking loyalty","It is much too easy to call Pedro Martinez the selfish one, to say he is walking out on the Red Sox, his baseball family, for the extra year of the Mets #39; crazy money.",2,Sports
A Sport Salutes Its Jackie Robinson,"It is impossible for young tennis players today to know what it was like to be Althea Gibson and not to be able to  quot;walk in the front door, quot; Garrison said.",2,Sports
Kerry Says Iraq War Raises Questions on Bush's Judgment,"Senator John Kerry said today that the war in Iraq was a ""profound diversion"" from the war on terror and Osama bin Laden.",1,World
Summer of spam surges,"For spammers, it #39;s been a summer of love. Two newly issued reports tracking the circulation of unsolicited e-mails say pornographic spam dominated this summer, nearly all of it originating from Internet addresses in North America. ",4,Sci/Tech
"Finland First, US Second in Economy Survey","The Nordics fared well because of their long-held ideals of keeping corruption clamped down and respect for contracts, rule of law and dedication to one-on-one business relationships.",3,Business
Windows Plan Scaled Back,"Microsoft portrayed its Longhorn decision as a necessary winnowing to hit the 2006 timetable. The announcement on Friday, Microsoft executives insisted, did not point to a setback in software ",4,Sci/Tech
Memo to Florida: Call Spurrier,Here #39;s an obvious word of advice to Florida athletic director Jeremy Foley as he kicks off another search for the Gators football coach: Get Steve Spurrier on board.,2,Sports
Six Tips for a Clean Credit Record,Don't bother with the small stuff. Here's what really matters to your lender.,3,Business
Windows update harbors AMD conflict,"A problem in the Service Pack 2 update for Windows XP may keep owners of AMD-based computers from using the long-awaited security package, according to Microsoft.",4,Sci/Tech
Cheap Talk,"Five years ago, running a telephone company was an immensely profitable proposition. Since then, those profits have inexorably declined, and now that decline has taken another gut-wrenching dip.",4,Sci/Tech
P-to-P partner charges RIAA with patent infringement,"NEW YORK - The litigious Recording Industry Association of America (RIAA) is involved in another legal dispute with a P-to-P (peer-to-peer) technology maker, but this time, the RIAA is on defense. Altnet Inc. filed a lawsuit Wednesday accusing the RIAA and several of its partners of infringing an Altnet patent covering technology for identifying requested files on a P-to-P network.",4,Sci/Tech
Captors of Indonesians want cleric freed,A group claiming to have captured two Indonesian women in Iraq has said it will release them if Jakarta frees Muslim cleric Abu Bakar Bashir being held for alleged terrorist links.,1,World
Still coasting along,"Amid the stormy gloom in Gotham, the rain-idled Yankees last night had plenty of time to gather in front of their televisions and watch the Red Sox Express roar toward them. The national telecast might have been enough to send a jittery Boss Steinbrenner searching his Bartlett's Familiar Quotations for some  quot;Little Engine That Could quot; metaphor.",2,Sports
For grandpa,"FULHAM fans would have been singing the late Elvis #39; hit  #39;The wonder of you #39; to their player Elvis Hammond. If not for Frank Lampard spoiling the party, with his dedication to his late grandfather.",2,Sports
DNA tests identify embassy suicide bomber,Indonesian police said yesterday that DNA tests had identified a suicide bomber involved in a deadly attack this month on the Australian embassy in Jakarta.,1,World
Stocks Fluctuate on Wal-Mart Sales News,"NEW YORK - Wal-Mart Stores Inc.'s warning of disappointing sales sent stocks fluctuating Monday as investors' concerns about a slowing economy offset their relief over a drop in oil prices.    October contracts for a barrel of light crude were quoted at \$46.48, down 24 cents, on the New York Mercantile Exchange...",1,World
"Iraq #39;s Sistani Returns, Plans to End Najaf Crisis","Iraq #39;s top Shi #39;ite cleric made a sudden return to the country on Wednesday and said he had a plan to end an uprising in the  quot;burning city quot; of Najaf, where fighting is creeping ever closer to its holiest shrine.",1,World
U2 Talk iPod Strategy Band #39;s partnership with Apple has deep roots,"For two weeks before MTV debuted U2 #39;s video for the new single  quot;Vertigo, quot; fans had a chance to see the band perform the song on TV -- in an iPod commercial.",4,Sci/Tech
China set for F1 Grand Prix,"A bird #39;s eye view of the circuit at Shanghai shows what an event Sunday #39;s Chinese Grand Prix will be. The course is arguably one of the best there is, and so it should be considering the amount of money that has been spent on it.",2,Sports
US Forces Kill 3 Afghans at Checkpoint,"KABUL, Afghanistan Aug. 22, 2004 - US soldiers sprayed a pickup truck with bullets after it failed to stop at a roadblock in central Afghanistan, killing two women and a man and critically wounding two other ",1,World
Cassini Spacecraft Flies By Saturn Moon,"Oct. 26, 2004 - The US-European spacecraft Cassini-Huygens on Tuesday made a historic flyby of Titan, Saturn #39;s largest moon, passing so low as to almost touch the fringes of its atmosphere.",4,Sci/Tech
Japan Volcano Erupts for 4th Day But Seen Quieting (Reuters),"Reuters - A volcano in central Japan sent smoke and\ash high into the sky and spat out molten rock as it erupted\for a fourth straight day on Friday, but experts said the peak\appeared to be quieting slightly.",4,Sci/Tech
Google Shares Gain in Market Debut,Shares of Google Inc. made their market debut on Thursday and quickly traded up 19 percent at \$101.28. The Web search company #39;s initial public offering priced at \$85 ,4,Sci/Tech
Australia's leader wins 4th term,"SYDNEY -- Prime Minister John Howard of Australia, a key US ally and supporter of the Iraq war, celebrated his election win over opposition Labor after voters enjoying the fruits of a strong economy gave him another term.",1,World
Ecuador Seen Losing Glaciers to Global Warming (Reuters),"Reuters - Global warming is melting\Ecuador's cherished mountain glaciers and could cause several\of them to disappear over the next two decades, Ecuadorean and\French scientists said on Wednesday.",4,Sci/Tech
Sirius to Air Men's NCCA Tournament (AP),"AP - Sirius Satellite Radio signed a deal to air the men's NCAA basketball tournament through 2007, the latest move made in an attempt to draw customers through sports programming.",2,Sports
Mforma makes Marvel-ous deal,"Rather than tell you, Dan Kranzler chooses instead to show you how he turned Mforma into a worldwide publisher of video games, ringtones and other hot downloads for mobile phones.",4,Sci/Tech
UK interest rates remain at 4.75,UK interest rates have been kept on hold at 4.75 following the latest meeting of the Bank of England #39;s rate-setting committee.,3,Business
Two Rockets Hit Downtown Baghdad Sheraton,"BAGHDAD, Iraq - Two rockets hit a downtown Baghdad hotel housing foreigners and journalists Thursday, and gunfire erupted in the neighborhood across the Tigris River from the U.S. Embassy compound...",1,World
Still a hot Pota-to,"The Prevention of Terrorism Act 2002 (Pota) polarised the country, not just by the manner in which it was pushed through by the NDA government through a joint session of Parliament but by the shabby and often biased manner in which it was enforced.",1,World
Absence of linguistic skills could hamper thinking ability,"Not being part of a culture with a highly developed language, could limit your thoughts, at least as far as numbers are concerned, reveals a new study conducted by a psychologist at the Columbia University in New York.",4,Sci/Tech
"Fred L. Whipple, pioneer in comet research, dead at 97","CAMBRIDGE, Mass. A native of Red Oak, Iowa, who was a pioneer in astronomy who proposed the  quot;dirty snowball quot; theory for the substance of comets, has died.",4,Sci/Tech
Oil prices steady as US readies draw on strategic reserves,Resurgent oil prices paused for breath as the United States prepared to draw on its emergency reserves to ease supply strains caused by Hurricane Ivan.,3,Business
San Diego Padres Team Report - September 13,"(Sports Network) - The inconsistent San Diego Padres will try for consecutive wins for the first time since August 28-29 tonight, when they begin a huge four-game set against the Los Angeles Dodgers at Dodger Stadium.",2,Sports
Portuguese Netsky rates a medium risk,A Portuguese-sounding version of the virus has appeared in the wild. Be wary of mail from Manaus.,4,Sci/Tech
Federer Survives Agassi Comeback to Reach Semifinals," NEW YORK (Reuters) - Top seed Roger Federer survived a  stirring comeback from twice champion Andre Agassi to reach the  semifinals of the U.S. Open for the first time on Thursday,  squeezing through 6-3, 2-6, 7-5, 3-6, 6-3.",2,Sports
"Bush touts tax relief, Edwards slams Bush record","President Bush, who credits three years of tax relief programs with helping strengthen the slow economy, said Saturday he would sign into law the Working Families Tax Relief Act to preserve tax cuts.",3,Business
That Not-So-Distant Thunder in the Bond Market,"HEN investors consider the bond market these days, the low level of interest rates should be more cause for worry than for gratitude.",3,Business
Texas Officials Wary of Plan to Hunt by Internet (Reuters),"Reuters - Hunters soon may be able to sit at\their computers and blast away at animals on a Texas ranch via\the Internet, a prospect that has state wildlife officials up\in arms.",4,Sci/Tech
AT amp;T keeps expanding Net-phone service,"The Bedminster-based company yesterday said it was pushing into 21 new markets with the service, AT amp;T CallVantage, and extending an introductory rate offer until Sept. 30. In addition, the company is offering in-home installation of up to five ...",4,Sci/Tech
Samsung unveils new display technologies,"Samsung Electronics Co., Ltd. has developed a new LCD (liquid crystal display) technology that builds a touch screen into the display, a development that could lead to thinner and cheaper display panels for mobile phones, the company said Tuesday.",4,Sci/Tech
Insurgent  #39;playing dead #39; in videotaped shooting,"The US military says marines in Fallujah shot and killed an insurgent who engaged them as he was faking being dead, a week after footage of a marine killing an apparently unarmed and wounded Iraqi caused a stir in the region.",1,World
U.S. Stocks End Higher After Oracle Deal," NEW YORK (Reuters) - U.S. stocks rallied on Monday after  software maker PeopleSoft Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=PSFT.O target=/stocks/quickinfo/fullquote""&gt;PSFT.O&lt;/A&gt; accepted a sweetened  \$10.3 billion buyout by rival Oracle Corp.'s &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=ORCL.O target=/stocks/quickinfo/fullquote""&gt;ORCL.O&lt;/A&gt; and other  big deals raised expectations of more takeovers.",3,Business
Historic HR bridges 2 eras,"SAN FRANCISCO - What Babe Ruth was to the first half of the 20th century and Hank Aaron was to the second, Barry Bonds has become for the home run generation.",2,Sports
Blair Battles Own Political Party on UK Iraq Policy,"Description: NPR #39;s Alex Chadwick talks to Colin Brown, deputy political editor for the United Kingdom #39;s Independent newspaper, currently covering the British Labour Party Conference.",1,World
Birgit Fischer wins second medal in kayak,"Birgit Fischer settled for silver, leaving the 42-year-old Olympian with two medals in two days against decidedly younger competition.",2,Sports
Super search Accoona.com launched in US and China,"The New Jersey-based Accoona Corporation, an industry pioneer in artificial intelligence search technology, announced on Monday the launch of Accoona.",3,Business
Hamas militants vow revenge for assassination,Hamas vowed revenge yesterday after an Israeli airstrike in Gaza killed one of its senior commanders - the latest assassination to have weakened the militant group.,1,World
Izenberg: Patience pays off for Hopkins,There was no mystery ... no secret strategy ... no baited trap that snapped shut and changed the course of history #39;s most lucrative non-heavyweight fight.,2,Sports
Irish will seek to break 6-bowl skid in Phoenix,Notre Dame accepted an invitation Sunday to play in the Insight Bowl in Phoenix against a Pac-10 team on Dec. 28. The Irish (6-5) accepted the bid a day after losing to Southern California ,2,Sports
Anderson makes NHRA history with US Nationals win,"Greg Anderson has so dominated Pro Stock this season that his championship quest has evolved into a pursuit of NHRA history. By Bob Hesser, Racers Edge Photography.",2,Sports
Goldman Sachs Fourth-Quarter Profit Rises,"Goldman Sachs Group Inc. on Thursday said fourth-quarter profit rose as its fixed-income, currency and commodities business soared while a rebounding stock market boosted investment banking.",3,Business
"Dollar Firms, Bearish Sentiment Lingers"," NEW YORK (Reuters) - The dollar rose on Monday in a  retracement from last week's steep losses, but dealers said the  bias toward a weaker greenback remained intact.",3,Business
FCC Rebukes ABC,"Michael Powell, chairman of the FCC, said Wednesday he was disappointed with ABC for airing a sexually suggestive opening to ""Monday Night Football.""",2,Sports
Sony drops Copy-Control,"The message against illegally copying CDs for uses such as in file-sharing over the Internet has widely sunk in, said the company in it #39;s recent announcement to drop the Copy-Control program.",4,Sci/Tech
Neuheisel cleared by NCAA,Former Washington football coach Rick Neuheisel looked forward to a return to coaching Wednesday after being cleared by the NCAA of wrongdoing related to his gambling on basketball games.,2,Sports
Global Warming Menaces California Wine Industry (Reuters),"Reuters - California will become hotter and\drier by the end of the century, menacing the valuable wine and\dairy industries, even if dramatic steps are taken to curb\global warming, researchers said on Monday.",4,Sci/Tech
Israel releases senior Hamas leader,A senior member of the Palestinian resistance group Hamas has been released from an Israeli prison after completing a two-year sentence.,1,World
"IBM inks 500M voice, data deal with Lloyds","IBM said Monday that it won a 500 million (AUD\$1.25 billion), seven-year services contract to help move UK bank Lloyds TBS from its traditional voice infrastructure to a converged voice and data network.",4,Sci/Tech
New inquiry into family courts,MPs have announced a new inquiry into family courts and whether parents are treated fairly over issues such as custody or contact with their children.,1,World
Woman believed to be 1st to walk around Australia strides back to hometown (Canadian Press),"Canadian Press - MELBOURNE, Australia (AP) - A 36-year-old businesswoman was believed to be the first woman to walk around Australia on Friday after striding into her hometown of Melbourne to complete her 16,700-kilometre trek in 365 days.",1,World
Pakistan 'terror' prisoners freed,"Most remaining Pakistani prisoners held at the US Guantanamo Bay prison camp are freed, officials say.",1,World
Big shuttle repairs not possible,Space shuttle astronauts will fly next year without the ability to repair in orbit the type of damage that destroyed the Columbia vehicle in February 2003.,4,Sci/Tech
Russian authorities plan to merge gas and oil producers,"Moscow - Russia plans to combine Gazprom, the world #39;s biggest natural gas producer, with state-owned oil producer Rosneft, easing rules for trading Gazprom shares and creating a company that may dominate the country #39;s energy industry.",3,Business
Rutgers Player Suspended on Guilty Plea (AP),AP - Rutgers basketball player Shalicia Hurns was suspended from the team after pleading guilty to punching and tying up her roommate during a dispute over painkilling drugs.,2,Sports
Longhorn cuts delay Microsoft Business Framework,"By cutting WinFS from Longhorn and indefinitely delaying the storage system, Microsoft Corp. has also again delayed the Microsoft Business Framework (MBF), a new Windows programming layer that is closely tied to WinFS.",4,Sci/Tech
Arson against Jews in France condemned,French police are investigating an arson-caused fire at a Jewish Social Center that might have killed dozens without the quick response of firefighters.,1,World
"12 Years After the Riots, Rodney King Gets Along","Rodney King, whose videotaped beating led to riots in Los Angeles in 1992, is out of jail now and talking frankly for the first time about the riots, himself and the American way of life.",1,World
London court set to rule whether radical cleric to face charges (AFP),"AFP - Radical Islamic cleric Abu Hamza al-Masri was set to learn Thursday whether he would be charged under Britain's anti-terrorism law, thus delaying his possible extradition to the United States to face terrorism-related charges.",1,World
Strong Demand Pushes Honeywell Profit,"Diversified manufacturer Honeywell International Inc. (HON.N: Quote, Profile, Research) posted a rise in quarterly profit as strong demand for aerospace equipment and automobile components ",3,Business
Phelps's chase of Spitz mark? It's history,This was the event Michael Phelps didn't really need to compete in if his goal was to win eight golds. He probably would have had a better chance somewhere else.,2,Sports
Samsung Cell Phones to Get Tiny Hard Drive,"Samsung's new SPH-V5400 mobile phone sports a built-in 1-inch, 1.5-gigabyte hard disk that can store about 15 times more data than conventional handsets, Samsung said.",4,Sci/Tech
Housing Starts Surge 6.4 Pct. in October (Reuters),"Reuters - U.S. housing starts jumped a\larger-than-expected 6.4 percent in October to the busiest pace\since December as buyers took advantage of low mortgage rates,\a government report showed on Wednesday.",3,Business
Kapler first to bolt World Series champions,"Gabe Kapler became the first player to leave the World Series champion Boston Red Sox, agreeing to a one-year contract with the Yomiuri Giants in Tokyo.",2,Sports
Haiti in  #39;Total Desperation #39; After Storm,"Louisen Louis, 30, walked Monday in the middle of a street that resembled a small river with brown rivulets and waves. He wore sandals and had a cut on one of his big toes.",1,World
"Kuznetsova, Petrova Advance at Wismilak","BALI, Indonesia - Svetlana Kuznetsova, fresh off her championship at the US Open, defeated Australian qualifier Samantha Stosur 6-4, 6-4 Thursday to reach the quarterfinals of the Wismilak International.",2,Sports
SEC tells funds to end perks,The Securities and Exchange Commission ordered mutual funds to stop paying higher commissions to brokers who promote the companies' funds and required portfolio managers to reveal investments in funds they supervise.,3,Business
Car bomb targeting Chechen security force injures 17 after earlier &lt;b&gt;...&lt;/b&gt;,"A car bomb exploded outside the main hospital in Chechny #39;s capital, Grozny, on Sunday, injuring 17 people in an attack apparently targeting members of a Chechen security force bringing in wounded from an earlier explosion ",1,World
"Cardinals Defeat Giants, 17-14 (AP)","AP - Just like the old days in Dallas, Emmitt Smith made life miserable for the New York Giants on Sunday.",2,Sports
Sumitomo puts \$29 bn takeover bid for UFJ,"Sumitomo Mitsui Financial Group (SMFG), Japans second largest bank, today put forward a 3,200 billion (\$29 billion) takeover bid for United Financial Group (UFJ), the countrys fourth biggest lender, in an effort to regain initiative in its bidding ",3,Business
Gay Marriage Issue Motivates Conservatives (AP),AP - Gay marriage is emerging as a big enough issue in several states to influence races both for Congress and the presidency.,1,World
Simms doubtful; Griese to start,"TAMPA, Fla. - Chris Simms first NFL start lasted 19 plays, and it might be a while before he plays again for the Tampa Bay Buccaneers.",2,Sports
"HP Building Portfolio of Products For Telecom Carriers, Equipment &lt;b&gt;...&lt;/b&gt;",Vendor says it #39;s developing standards-based servers in various form factors for the telecom market. By Darrell Dunn. Hewlett-Packard on Thursday unveiled plans to create a portfolio of products and services ,4,Sci/Tech
Spa: Renault on pole position!,"Jarno Trulli made the most of the conditions in qualifying to claim pole ahead of Michael Schumacher, while Fernando finished third.",2,Sports
UK aid workers airlifted from Darfur fighting,"More than 30 aid workers have been airlifted to safety from a town in Sudan #39;s troubled Darfur region after fighting broke out and their base was bombed, a British charity says.",1,World
Chain Store Sales Slipped Latest Week," NEW YORK (Reuters) - U.S. chain store retail sales slipped  during the Thanksgiving holiday week, as consumers took  advantage of discounted merchandise, a retail report said on  Tuesday.",3,Business
HP Faces New Realities in a 64-Bit World (Ziff Davis),"Ziff Davis - The company this week will unveil more programs and technologies designed to ease users of its high-end servers onto its Integrity line, which uses Intel's 64-bit Itanium processor.",4,Sci/Tech
Apple recalls overheating batteries,"The Mac maker says it will replace about 28,000 batteries in one model of PowerBook G4 and tells people to stop using the notebook.",4,Sci/Tech
 #39;The blood is running #39;: Mafia wars erupt again,"It #39;s the mildest of mild winters down here in the south of Italy and, last weekend at Bcoli, a pretty suburb by the seaside west of Naples, the customers of Pizzeria  quot;Da Enrico quot; were making the most of it.",1,World
Soaring crude oil prices send stocks lower,"By George Chamberlin , Daily Transcript Financial Correspondent. Concerns about oil production leading into the winter months sent shivers through the stock market Wednesday.",3,Business
Airbus withdraws Microsoft backing in EU suit,"Airbus has withdrawn a filing that gave support for Microsoft in an antitrust case before the European Union #39;s Court of First Instance, a source close to the situation said on Friday.",3,Business
Slow Job Market Greets Workers Labor Day,"WASHINGTON - A spotty job market and stagnant paychecks cloud this Labor Day holiday for many workers, highlighting the importance of pocketbook issues in the presidential election.   ""Working harder and enjoying it less,"" said economist Ken Mayland, president of ClearView Economics, summing up the state of working America...",1,World
"Stocks Up 1 Pct. on Kmart, Sears Merger"," NEW YORK (Reuters) - U.S. stocks rose on Wednesday lifted  by a merger between retailers Kmart and Sears,  better-than-expected earnings from Hewlett-Packard and data  showing a slight rise in core inflation.",3,Business
Source: New Warrants for NYRA Tracks (AP),"AP - Authorities are investigating whether bettors at New York's top thoroughbred tracks were properly informed when jockeys came in overweight at races, a source familiar with the probe told The Associated Press.",2,Sports
Prodi unveils plan to ease deficit rules,"European Commission president Romano Prodi has unveiled proposals to loosen the deficit rules under the EU Stability Pact. The loosening was drafted by monetary affairs commissioner Joaquin Almunia, who stood beside the president at the announcement.",3,Business
Montreal man pleads guilty to arson in firebombing at Jewish school (Canadian Press),Canadian Press - MONTREAL (CP) - A 19-year-old man charged in a firebombing at a Jewish elementary school pleaded guilty Thursday to arson.,1,World
British retail sales see fastest growth in Sept.,"Retail sales in Britain saw the fastest growth in September since January, casting doubts on the view that the economy is slowing down, according to official figures released Thursday.",3,Business
Interstate Bakeries Files for Bankruptcy," NEW YORK (Reuters) - Interstate Bakeries Corp. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=IBC.N target=/stocks/quickinfo/fullquote""&gt;IBC.N&lt;/A&gt;,  maker of Hostess Twinkies and Wonder Bread, filed for  bankruptcy on Wednesday after struggling with more than \$1.3  billion in debt and high costs.",3,Business
"Delta to sell planes, spare engines to FedEx","Delta Air Lines (DAL.N: Quote, Profile, Research) on Thursday said it reached a deal with FedEx Express to sell eight McDonnell Douglas MD11 aircraft and four spare engines for delivery in 2004.",3,Business
Owen strike hands Madrid victory,Michael Owen scored his first goal for Real Madrid in a 1-0 home victory over Dynamo Kiev in the Champions League. The England striker toe-poked home Ronaldo #39;s cross in the 35th minute to join the Russians ,2,Sports
Iran has no immediate uranium enrichment plans," quot;Resuming uranium enrichment is not in our agenda. We are still committed to the suspension, quot; Foreign Ministry spokesman Hamid Reza.",1,World
Saudi Arabia takes credit for lower oil prices,"Leading OPEC producer Saudi Arabia said on Monday in Vienna, Austria, that it had made a renewed effort to deflate record high world oil prices by upping crude output again.",3,Business
"U.S. to Increase Its Force in Iraq by Nearly 12,000","The U.S. military presence in Iraq will grow to 150,000 troops by next month, the highest level since the invasion last year.",1,World
At Least 60 Deaths Caused by Hurricane Ivan,"UPDATE, SUN 9PM: More than a million people have left their homes in Cuba, as Hurricane Ivan approaches. The ferocious storm is headed that way, after ripping through the Cayman Islands, tearing off roofs, flooding homes and causing general havoc.",1,World
Giambi Rejoins Yankees,Jason Giambi has returned to the New York Yankees' clubhouse but is still clueless as to when he will be able to play again.,2,Sports
NHL players meet,Seventy-five National Hockey League players met with union leaders yesterday to get an update on a lockout that shows no sign of ending.,2,Sports
Hornets Stand in Way,"Howard, at 6-4 overall and 3-3 in the Mid-Eastern Athletic Conference, can clinch a winning record in the MEAC with a win over Delaware State on Saturday.",2,Sports
Hobbyist anglers take big catch,"Millions of casual US anglers are having are larger than appreciated impact on sea fish stocks, scientists claim.",4,Sci/Tech
PILGRIM FUND #39;S FOUNDERS FINED \$160M,The founders of the Pilgrim Baxter  amp; Associates money-management firm agreed yesterday to personally fork over \$160 million to settle charges they allowed a friend to ,3,Business
Argentina's Women Sail Into Hockey Semi-Finals, ATHENS (Reuters) - Top-ranked Argentina booked their berth  in the women's hockey semi-finals at the Athens Olympics on  Friday but defending champions Australia now face an obstacle  course to qualify for the medal matches.,2,Sports
IBM buys Montreal firm #39;s project management expertise,IBM Corp. Tuesday announced plans to acquire software vendor Systemcorp ALG for an undisclosed amount. Systemcorp of Montreal makes project portfolio management software aimed at helping companies better manage their IT projects.,3,Business
Willingham is already fired in fans #39; minds,The Notre Dame message boards are no longer discussing whether Tyrone Willingham should be fired. Theyre already arguing about whether the next coach should be Barry Alvarez or Steve Spurrier.,2,Sports
"Pay Now, Learn Later (Forbes.com)","Forbes.com - By now you probably know that earnings of Section 529 college savings accounts are free of federal tax if used for higher education. But taxes are only part of the problem. What if your investments tank? Just ask Laurence and Margo Williams of Alexandria, Va. In 2000 they put  #36;45,000 into the Virginia Education Savings Trust to open accounts for daughters Lea, now 5, and Anne, now 3. Since then their investment has shrunk 5 while the average private college tuition has climbed 18 to  #36;18,300.",3,Business
Germany supports EU negotiating with Turkey on membership issue,German Chancellor Gerhard Schroeder said Sunday that there was  quot;no problem quot; with Germany #39;s support to the start of negotiations on Turkey #39;s entrance into EU.,1,World
Coca-Cola Amatil Bids A\$500 Mln to Buy SPC Ardmona (Update4),"Coca-Cola Amatil Ltd., Australia #39;s biggest soft-drink maker, offered A\$500 million (\$382 million) in cash and stock for fruit canner SPC Ardmona Ltd.",3,Business
"Tech Stocks End Lower, Intel Disappoints","US technology shares tumbled on Friday after technology bellwether Intel Corp. (INTC.O: Quote, Profile, Research) slashed its revenue forecast, but blue chips were only moderately lower as drug and industrial stocks made solid gains.",3,Business
USDA: Mad Cow Test Not Complete," WASHINGTON (Reuters) - Final U.S. government tests on an  animal suspected of having mad cow disease were not yet  complete, the U.S. Agriculture Department said, with no  announcement on the results expected on Monday.",3,Business
F. Poe dies from effects of stroke,"MANILA Fernando Poe Jr., the popular actor who challenged President Gloria Macapagal Arroyo in the presidential elections this year, died early Tuesday.",1,World
